company,cc,market_cap_usd,revenue_usd,employees,ticker
Samsung Heavy Industries,KR,14962962963,7888888889,8470,010140.KS
Samsung Life,KR,43829629630,14814814815,461,032830.KS
Samsung SDI,KR,24170370370,10125925926,13073,006400.KS
Samsung SDS,KR,12488888889,10318518519,11332,018260.KS
Samsung Securities,KR,6940740741,11622222222,580,016360.KS
Samvardhana Motherson,IN,18192771084,15180722892,93971,MOTHERSON.NS
Sandisk,US,246130000000,13180000000,11000,SNDK
Sands China,CN,13696153846,7426923077,27875,1928
Sands China,HK,13696153846,7426923077,27875,1928
Sandvik,SE,41083809524,12297142857,41962,SAND.ST
Sanlam,ZA,9759459459,13232432432,23363,SLM.JO
Sanlam Maroc,MA,1192000000,,,SAH
Sanofi,FR,99759600000,51138000000,74846,SAN.PA
Santander,ES,186494400000,52347600000,186370,SAN.MC
Santander Bank Polska,PL,16922500000,3862500000,10144,SPL
Santander Brasil,BR,18683333333,8466666667,49107,SANB11
Santos,AU,16960000000,4933333333,4028,STO.AX
Sany Heavy Industry,CN,25137500000,12870833333,28469,600031
Sapporo Holdings Ltd.,JP,5079666667,3379066667,6102,2501.T
Saputo,CA,12080882353,12904411765,19200,SAP
Sarana Menara Nusantara,ID,1522784810,843670886,2148,TOWR.JK
Sartorius Stedim Biotech,FR,18424800000,3218400000,10456,DIM.PA
Sasol,ZA,6465945946,13480000000,27107,SOL.JO
Saudi Arabian Fertilizer Company,SA,15893333333,3434666667,969,2020.SR
Saudi Aramco,SA,1729000000000,480446000000,75000,2222.SR
Saudi British Bank,SA,18104000000,3720000000,4473,1060.SR
Saudi Electricity,SA,19789333333,27746666667,33957,5110.SR
Saudi Investment Bank,SA,4610666667,1242666667,1490,1030.SR
Saudi National Bank,SA,63149333333,10520000000,15338,1180.SR
Saudi Tadawul Group Holding,SA,3973333333,328000000,,1111.SR
Saudi Telecom Company,SA,57776000000,20946666667,,7010.SR
Sberbank,RU,,40000000000,281000,SBER
Scentre Group,AU,13720000000,1793333333,2799,SCG.AX
Schlumberger,US,39320000,3160000,9,ZTG
Schneider Electric,FR,163242000000,43362000000,159844,SU.PA
Schoeller-Bleckmann Oilfield Equipment,AT,554007600,491691600,1533,SBO.VI
Schroders,UK,11849100000,4343400000,5717,SDR.L
Scor SE,FR,6382800000,16718400000,3610,SCR.PA
Scottish Mortgage Investment Trust,UK,15240000000,,,SMT.L
Scout24,DE,5162400000,722984400,1111,G24.DE
Seagate Technology,US,208760000000,11010000000,30000,STX
Seatrium,SG,5313432836,8559701493,24000,5E2.SI
"Secom Co., Ltd.",JP,17866666667,8400000000,65094,9735.T
Segro,UK,15379700000,922020000,463,SGRO.L
Seiko Epson Corp.,JP,6274000000,9400000000,74619,6724.T
"Sekisui House, Ltd.",JP,15266666667,28066666667,32186,1928.T
Semapa,PT,1792850200,2203261691,8271,SEM
Sembcorp Industries,SG,7029850746,4328358209,4629,U96.SI
Semen Indonesia,ID,645569620,2230379747,8764,SMGR.JK
Semiconductor Manufacturing International,HK,109387179487,,19952,0981
Semiconductor Manufacturing International Corporation,CN,109387179487,,19952,0981
Semiconductor Manufacturing International Corporation (SMIC),CN,107629166667,9181944444,19952,688981
Sempra,US,61020000000,13560000000,28451,SRE
ServiceNow,US,97710000000,14730000000,29187,NOW
"Seven & I Holdings Co., Ltd.",JP,32066666667,56933333333,35967,3382.T
Seven Group Holdings,AU,11940000000,6973333333,11006,SVW.AX
Severn Trent,UK,11658600000,3594100000,11544,SVT.L
Severstal,RU,,7922222222,50000,CHMF
Shaanxi Coal Industry Company,CN,34000000000,21801388889,43455,601225
Shanghai Pudong Development Bank,CN,41863888889,15140277778,62198,600000
Shanxi Xinghuacun Fen Wine Factory,CN,21180555556,5155555556,14026,600809
Shapir Engineering,IL,4505405405,1691891892,3918,SPEN
Sharjah Islamic Bank,AE,2556000000,670000000,,SIB.AD
Sharp Corporation,JP,2641800000,12600000000,34549,6753.T
Shell,UK,295465500000,257124200000,84000,SHEL.L
Shell plc,NL,214740000000,231870000000,84000,SHELL.AS
Shenzhen Inovance Technology,CN,23444444444,6426388889,27292,300124
Shenzhou International,CN,8146153846,4421794872,108680,2313
Shenzhou International,HK,8146153846,4421794872,108680,2313
Sherwin-Williams,US,76450000000,23940000000,64249,SHW
Shimizu Corp.,JP,11200000000,13733333333,22278,1803.T
"Shin-Etsu Chemical Co., Ltd.",JP,86400000000,17133333333,27342,4063.T
Shinhan Financial,KR,36496296296,11644444444,165,055550.KS
Shinsegae,KR,3555555556,5133333333,2624,004170.KS
"Shionogi & Co., Ltd.",JP,16133333333,3331200000,6223,4507.T
"Shiseido Co., Ltd.",JP,8266666667,6466600000,26330,4911.T
Shizuoka Financial Group,JP,11800000000,2299533333,4226,5831.T
Shopify,CA,159551470588,12691176471,7600,SHOP
Shoprite Holdings,ZA,8131891892,14158378378,147268,SHP.JO
Shree Cement,IN,11615421687,2523253012,7157,SHREECEM.NS
Shriram Finance,IN,29036144578,2498192771,76241,SHRIRAMFIN.NS
Shufersal,IL,3359459459,3959459459,14500,SAE
Sido Muncul,ID,696835443,258227848,3558,SIDO.JK
Siemens,DE,225169200000,86076000000,317000,SIE.DE
Siemens,IN,15662650602,2022530120,6346,SIEMENS.NS
Siemens Energy,DE,140713200000,43351200000,103000,ENR.DE
Siemens Energy,IN,14216867470,1052409639,4351,ENRIN.NS
Siemens Healthineers,DE,41569200000,24915600000,73800,SHL.DE
Sigma Healthcare,AU,22006666667,4000000000,,SIG.AX
Sika AG,CH,28577700000,12656000000,30629,SIKA.SW
Simon Property Group,US,85800000000,6650000000,3600,SPG
Singapore Airlines,SG,17798507463,15313432836,22819,C6L.SI
Singapore Exchange,SG,18902985075,1022388060,1167,S68.SI
Singapore Technologies Engineering,SG,24462686567,9216417910,27000,S63.SI
Singtel,SG,54335820896,10641791045,23175,Z74.SI
Sino Biopharm,CN,12212820513,4542307692,21435,1177
Sino Biopharmaceutical,HK,12212820513,4542307692,21435,1177
SinoPac Financial Holdings,TW,17646250000,2448750000,15448,2890
Sinopec Corp,CN,87930769231,401282051282,351104,0386
Sinopec Corp,HK,87930769231,401282051282,351104,0386
Sinopharm Group,CN,6773076923,83687179487,94910,1099
Sinopharm Group,HK,6773076923,83687179487,94910,1099
Sistema,RU,,12300000000,70000,AFKS
Skanska,SE,10399047619,16584761905,26043,SKA-B.ST
Skyworks Solutions,US,9050000000,4040000000,10000,SWKS
Smart Fit,BR,2351851852,1420370370,18000,SMFT3
Smith & Nephew,UK,11950700000,4580000000,16988,SN.L
Smiths Group,UK,9867900000,3695700000,16000,SMIN.L
Smurfit Westrock,US,22830000000,31240000000,97000,SW
Snam,IT,22431600000,4201200000,4001,SRG.MI
Snap-on,US,20970000000,5270000000,13000,SNA
Socionext Inc.,JP,2890733333,1338866667,2469,6526.T
Société Générale,FR,61549200000,27853200000,110000,GLE.PA
Société des Boissons du Maroc,MA,569000000,,,SBM
Sodexo,FR,8650800000,25509600000,426464,SW.PA
Sofina,BE,8953200000,209919600,83,SOF.BR
SoftBank Corp.,JP,70066666667,46933333333,58432,9434.T
SoftBank Group Corp.,JP,216666666667,52000000000,73677,9984.T
Soitec,FR,3704400000,639705600,1961,SOI.PA
Sojitz Corp.,JP,7600000000,18400000000,26789,2768.T
Solar Industries,IN,20361445783,1185301205,2403,SOLARINDS.NS
Solaria,ES,2505600000,327186000,212,SLR.MC
Solvay,BE,2948400000,5022000000,8400,SOLB.BR
Solvay,FR,2948400000,5022000000,8400,SOLB.BR
Solventum,US,13380000000,8260000000,20584,SOLV
"Sompo Holdings, Inc.",JP,41000000000,39800000000,55702,8630.T
Sonae,PT,4298520359,12593152608,44833,SON
Sonasid,MA,760000000,,,SID
Sony Corp.,JP,134866666667,83200000000,94900,6758.T
Sopra Steria,FR,2980800000,6102000000,51275,SOP.PA
Sothema,MA,255000000,,,SOT
South32,AU,13906666667,5900000000,8892,S32.AX
Southern Company,US,108420000000,30180000000,29800,SO
Southwest Airlines,US,22260000000,30070000000,72790,LUV
Sovcombank,RU,,,,SVCB
Sovcomflot,RU,,1440000000,7700,FLOT
Spie,FR,8931600000,11329200000,54673,SPIE.PA
Spirax Group,UK,6591300000,2159000000,10072,SPX.L
St. James's Place,UK,6896100000,38303200000,2859,STJ.L
Standard Bank Group,ZA,27940000000,9752972973,50451,SBK.JO
Standard Chartered,UK,59512200000,15680000000,81892,STAN.L
Standard Life,UK,11633200000,36779200000,5519,PHNX.L
Stanley Black & Decker,US,13690000000,15230000000,43500,SWK
Starbucks,US,117370000000,38470000000,381000,SBUX
State Bank of India,IN,112650602410,45421686747,245131,SBIN.NS
State Street Corporation,US,50850000000,15020000000,52000,STT
Steel Dynamics,US,34850000000,20540000000,14400,STLD
Stellantis,FR,15714000000,168296400000,258668,STLAP.PA
Stellantis,IT,15919200000,168296400000,258668,STLAM.MI
Steris,US,20560000000,5940000000,17937,STE
Stockland,AU,6566666667,2346666667,1600,SGP.AX
Stokvis Nord Afrique,MA,122000000,,,
Stora Enso,FI,8553600000,10065600000,19000,STERV.HE
Storebrand,NO,7841121495,10120560748,2490,STB.OL
Strabag,AT,10767600000,20217600000,88556,STR.VI
Strauss Group,IL,3654054054,2140540541,16074,STRS
Stroc Industrie,MA,22000000,,,
Stryker Corporation,US,120240000000,25270000000,56000,SYK
Subaru Corp.,JP,12266666667,31866666667,37542,7270.T
Subsea 7,NO,9288785047,6686915888,13821,SUBC.OL
Sumber Alfaria Trijaya,ID,3679746835,8021518987,99053,AMRT.JK
"Sumitomo Chemical Co., Ltd.",JP,6086000000,15533333333,27491,4005.T
Sumitomo Corp.,JP,51600000000,48933333333,74920,8053.T
"Sumitomo Dainippon Pharma Co., Ltd.",JP,3845933333,3021933333,4980,4506.T
"Sumitomo Electric Industries, Ltd.",JP,51000000000,34066666667,302972,5802.T
"Sumitomo Heavy Industries, Ltd.",JP,4241933333,7133333333,25123,6302.T
"Sumitomo Metal Mining Co., Ltd.",JP,14133333333,11600000000,7507,5713.T
"Sumitomo Mitsui Financial Group, Inc.",JP,181533333333,29200000000,123000,8316.T
"Sumitomo Mitsui Trust Holdings, Inc.",JP,31466666667,10933333333,22526,8309.T
"Sumitomo Realty & Development Co., Ltd.",JP,23333333333,7066666667,14116,8830.T
Summarecon Agung,ID,353164557,555063291,2712,SMRA.JK
Sun Hung Kai Properties,CN,45514102564,11857692308,38000,0016
Sun Hung Kai Properties,HK,45514102564,11857692308,38000,0016
Sun Life Financial,CA,47007352941,25661764706,32151,SLF
Sun Pharma,IN,56144578313,7043614458,47000,SUNPHARMA.NS
Suncor Energy,CA,79198529412,37551470588,15424,SU
Suncorp,AU,13406666667,10053333333,11500,SUN.AX
Sungrow Power Supply,CN,33583333333,11904166667,19006,300274
Sunny Optical,CN,8193589744,6167948718,34393,2382
Sunny Optical Technology,HK,8193589744,6167948718,34393,2382
Supermicro,US,20710000000,33700000000,6238,SMCI
Surgutneftegas,RU,,20100000000,92935,SNGS
Suzano Papel e Celulose,BR,9764814815,9172222222,35000,SUZB3
Suzuki Motor Corp.,JP,26266666667,41933333333,76889,7269.T
Svenska Cellulosa (SCA),SE,7069523810,2179047619,3500,SCA-B.ST
Swedbank,SE,39576190476,6589523810,17346,SWED-A.ST
Swiss Life Holding AG,CH,29945000000,13232300000,12313,SLHN.SW
Swiss Reinsurance Company Ltd,CH,43697100000,42600000000,15238,SREN.SW
Swisscom AG,CH,36589400000,17006500000,23073,SCMN.SW
Sydbank,DK,7626086957,1378260870,4109,SYDB.CO
Syensqo,BE,7678800000,6328800000,13000,SYENS.BR
Symrise,DE,13014000000,5324400000,12971,SY1.DE
Synchrony Financial,US,23130000000,9910000000,20000,SYF
Synopsys,US,71620000000,8680000000,28000,SNPS
Sysco,US,38780000000,83570000000,75000,SYY
"T&D Holdings, Inc.",JP,16133333333,19466666667,21268,8795.T
T-Bank,RU,,3589866667,4600,
T-Mobile US,US,192340000000,92190000000,75000,TMUS
T. Rowe Price,US,24540000000,7410000000,7773,TROW
TAQA,AE,81184000000,14828000000,7000,TAQA.AD
TAQA Morocco,MA,4170000000,,,TQM
TAV Havalimanları,TR,3124687500,2691562500,21828,TAVHL
TBEA,CN,13791666667,13725000000,31806,600089
TC Energy,CA,75338235294,11382352941,6574,TRP
TCL Corporation,CN,14563888889,26051388889,71419,000100
TDK Corp.,JP,39400000000,16666666667,106545,6762.T
TE Connectivity,US,58060000000,19320000000,93000,TEL
TECOM Group,AE,4632000000,798000000,1000,TECOM.DU
TF1,FR,1544400000,2430000000,3036,TFI.PA
TGCC S.A.,MA,2565000000,,,TGC
TGS,NO,2681308411,1256074766,1640,TGS.OL
TIM Brasil,BR,9785185185,5007407407,8873,TIMS3
TJX Companies,US,169300000000,61580000000,377000,TJX
TKO Group Holdings,US,34220000000,5060000000,4000,TKO
TPBank,VN,1564400000,632000000,7821,TPB.VN
TVS Motor Company,IN,22409638554,6750361446,6850,TVSMOTOR.NS
Taesa,BR,2653703704,866666667,854,TAEE11
Taiheiyo Cement Corp.,JP,3060066667,5989600000,12626,5233.T
Taisei Corp.,JP,15000000000,13933333333,18503,1801.T
Taishin Financial Holding,TW,27155625000,4052187500,19298,2887
Taiwan Cooperative Financial Holding,TW,12544687500,2217812500,9628,5880
Taiwan Mobile,TW,10607187500,6261875000,8268,3045
Taiwan Semiconductor Manufacturing,TW,1949062500000,138750000000,76907,2330
"Taiyo Yuden Co., Ltd.",JP,10866666667,2368933333,20604,6976.T
"Takashimaya Co., Ltd.",JP,4693266667,2715466667,6518,8233.T
Take-Two Interactive,US,42760000000,6660000000,12909,TTWO
Takeda Pharmaceutical Company Limited,JP,58600000000,30066666667,47029,4502.T
"Tapestry, Inc.",US,28550000000,7850000000,19000,TPR
Targa Resources,US,61340000000,16560000000,3570,TRGP
Target Corporation,US,61190000000,106380000000,415000,TGT
Tata Capital,IN,17590361446,1509879518,22366,TATACAP.NS
Tata Consultancy Services,IN,96265060241,33253012048,584519,TCS.NS
Tata Consumer Products,IN,13012048193,2444578313,11233,TATACONSUM.NS
Tata Motors,IN,17951807229,10103012048,20635,TMCV.NS
Tata Motors Passenger Vehicles,IN,14578313253,40843373494,60332,TATAMOTORS.NS
Tata Power,IN,14457831325,7521566265,22501,TATAPOWER.NS
Tata Steel,IN,28072289157,27951807229,112262,TATASTEEL.NS
Tatneft,RU,,21700000000,60000,TATN
Tauron,PL,4180000000,8557500000,19267,TPE
Tech Mahindra,IN,16626506024,7129638554,146760,TECHM.NS
Techcombank,VN,8290800000,1958800000,12946,TCB.VN
Technip Energies,FR,6469200000,7743600000,18000,TE.PA
Techtronic Industries,CN,30930769231,15226923077,48318,0669
Techtronic Industries,HK,30930769231,15226923077,48318,0669
Teck Resources,CA,29044117647,10286764706,7429,TECK.B
Teijin Ltd.,JP,2200533333,5821266667,15689,3401.T
Tele2,SE,10627619048,2868571429,4097,TEL2-B.ST
Telecom Italia,IT,17992800000,14968800000,25782,TIT.MI
Teledyne Technologies,US,30240000000,6370000000,15800,TDY
Telefónica,ES,22021200000,38782800000,82175,TEF.MC
Telefônica Brasil,BR,20937037037,11233333333,35010,VIVT3
Telenor,NO,17005607477,7039252336,9819,TEL.OL
Teleperformance,FR,3402000000,11026800000,446716,TEP.PA
Televisa,MX,1490000000,3240000000,25531,TV
Telia Company,SE,16840952381,7793333333,14552,TELIA.ST
Telkom Indonesia,ID,16582278481,9287341772,18539,TLKM.JK
Telstra,AU,36420000000,15420000000,29520,TLS.AX
Telus,CA,16639705882,14941176471,111500,T
Tenaris,IT,27864000000,10550000000,25462,TEN.MI
Tencent Holdings,HK,512820512821,111947435897,114848,0700
Tencent Holdings Limited,CN,512820512821,111947435897,114848,0700
Teradyne,US,58530000000,3790000000,6600,TER
Terna,IT,22366800000,4428000000,7180,TRN.MI
Terumo Corp.,JP,21200000000,7533333333,28294,4543.T
Tesco,UK,37782500000,93611700000,340000,TSCO.L
"Tesla, Inc.",US,1210000000000,103620000000,134785,TSLA
Teva Pharmaceutical Industries,IL,29008000000,,32842,TEVA
Texas Instruments,US,256780000000,19450000000,33000,TXN
Texas Pacific Land Corporation,US,29270000000,839030000,99,TPL
Textron,US,16180000000,15190000000,34000,TXT
Thai Beverage,SG,8529850746,9701000000,,Y92.SI
Thales,FR,50328000000,24645600000,84958,HO.PA
The Company for Cooperative Insurance (Tawuniya),SA,5538666667,5349333333,253,8010.SR
The Navigator Company,PT,2462468949,2019656550,3893,NVG
Thermo Fisher Scientific,US,211640000000,46340000000,125000,TMO
Thomson Reuters,CA,39448529412,7867647059,27100,TRI
Tianqi Lithium Industries,CN,10477777778,1790277778,3451,002466
TietoEVRY,FI,2203200000,2030400000,13476,TIETO.HE
Tingyi,CN,8311538462,11280769231,60720,0322
Tingyi,HK,8311538462,11280769231,60720,0322
Titan Company,IN,50361445783,10552289157,9352,TITAN.NS
"Tobu Railway Co., Ltd.",JP,3892400000,4369600000,18148,9001.T
Tofaş,TR,4648437500,12431875000,4600,TOASO
"Toho Co., Ltd.",JP,7600000000,2404400000,4088,9602.T
"Tokai Carbon Co., Ltd.",JP,2216933333,2162200000,4436,5301.T
"Tokio Marine Holdings, Inc.",JP,98200000000,54066666667,67526,8766.T
Tokuyama Corporation,JP,2269600000,2329866667,6390,4043.T
"Tokyo Electric Power Company Holdings, Incorporated",JP,5519666667,42200000000,38341,9501.T
Tokyo Electron Ltd.,JP,199866666667,16266666667,20236,8035.T
"Tokyo Gas Co., Ltd.",JP,13600000000,18866666667,16001,9531.T
"Tokyo Tatemono Co., Ltd.",JP,4779400000,3163933333,5035,8804.T
Tokyu Corp.,JP,6573000000,7266666667,24262,9005.T
Tokyu Land Corp.,JP,6359933333,8333333333,21036,3289.T
Tomra Systems,NO,2835514019,1508411215,5800,TOM.OL
Tongwei Company,CN,7088888889,11155555556,44798,600438
"Toppan Printing Co., Ltd.",JP,9200000000,12066666667,54371,7911.T
"Toray Industries, Inc.",JP,11333333333,17266666667,46294,3402.T
Toronto-Dominion Bank,CA,207382352941,43514705882,104843,TD
Torrent Pharmaceuticals,IN,23132530120,1684337349,18258,TORNTPHARM.NS
Tosoh Corp.,JP,5835533333,6800000000,14850,4042.T
TotalEnergies,FR,178329600000,159550000000,94847,TTE.PA
TotalEnergies Marketing Maroc,MA,1317000000,,,TMA
Toto Ltd.,JP,8333333333,4916266667,30324,5332.T
Totvs,BR,3101851852,1125925926,,TOTS3
Tourmaline Oil,CA,18492647059,3411764706,544,TOU
Tower Semiconductor,IL,29420000000,1620000000,5613,TSEM
Toyota Motor Corp.,JP,232000000000,337866666667,390927,7203.T
Toyota Tsusho Corp.,JP,41200000000,77066666667,74927,8015.T
Tractor Supply,US,15530000000,15750000000,52000,TSCO
Trade Desk (The),US,7980000000,2970000000,3843,TTD
Trane Technologies,US,105690000000,21600000000,44000,TT
TransDigm Group,US,67840000000,9500000000,16500,TDG
Transneft,RU,,16003122222,122800,TRNFP
Transurban,AU,30413333333,2513333333,4100,TCL.AX
Travelers Companies (The),US,78800000000,48980000000,34000,TRV
Trend Micro Inc.,JP,5333466667,1839866667,6717,4704.T
Trent,IN,18554216867,2418554217,31226,TRENT.NS
Trigano,FR,3142800000,4060800000,10139,TRI.PA
Trimble Inc.,US,11790000000,3690000000,11500,TRMB
Trip.com Group,CN,26951282051,9441025641,43574,9961
Trip.com Group,HK,26951282051,9441025641,43574,9961
Tritax Big Box REIT,UK,5816600000,416306000,,BBOX.L
Truist Financial,US,62190000000,19030000000,38711,TFC
Tryg,DK,13523188406,6336231884,6829,TRYG.CO
Turkcell,TR,7549687500,7721250000,16649,TCELL
Tyler Technologies,US,12120000000,2380000000,7800,TYL
Tyson Foods,US,19830000000,55710000000,133000,TSN
Tüpraş,TR,18891562500,27532187500,6374,TUPRS
Türk Hava Yolları,TR,13842500000,35000000000,66917,THYAO
Türk Telekom,TR,6414687500,7731875000,31076,TTKOM
Türkiye İş Bankası,TR,11690937500,12488125000,20630,ISCTR
U.S. Bancorp,US,98460000000,27320000000,68520,USB
UBS Group AG,CH,133110000000,49600000000,101594,UBSG.SW
UCB,BE,50014800000,8359200000,9765,UCB.BR
"UDR, Inc.",US,14070000000,1770000000,1426,UDR
UOL Group,SG,6149253731,2410447761,1900,U14.SI
UPM-Kymmene,FI,13726800000,10324800000,14801,UPM.HE
"Ube Industries, Ltd.",JP,2121000000,3082266667,7968,4208.T
Uber,US,140200000000,53690000000,34000,UBER
Ubisoft,FR,800388000,1512000000,16590,UBI.PA
Ulta Beauty,US,20670000000,12710000000,66820,ULTA
Ultra,BR,6498148148,26998148148,11481,UGPA3
UltraTech Cement,IN,42168674699,10664096386,23670,ULTRACEMCO.NS
Umicore,BE,5270400000,20941200000,10963,UMI.BR
Umm Al Qura for Development and Construction,SA,6733333333,661333333,146,4325.SR
Uni-President Enterprises,TW,13672500000,21206875000,88354,1216
UniCredit,IT,134643600000,27054000000,72110,UCG.MI
Unibail-Rodamco-Westfield,FR,16297200000,3834000000,1992,URW.PA
Unicaja,ES,9277200000,2138400000,7274,UNI.MC
Unilever,NL,125766000000,54540000000,93733,UNA.AS
Unilever,UK,126161800000,55956200000,93733,ULVR.L
Unilever Indonesia,ID,4098734177,2021518987,2816,UNVR.JK
Unimer,MA,202000000,,,
Unimicron Technology,TW,45937500000,4331250000,31483,3037
Union Bank of India,IN,15662650602,5901927711,73885,UNIONBANK.NS
Union Pacific Corporation,US,181120000000,25410000000,29287,UNP
Uniphar,IE,1252800000,3315600000,3500,UPR.IR
Unipol,IT,20660400000,11793600000,12590,UNI.MI
Unipro,RU,,1600000000,4300,UPRO
Uniqa Insurance Group,AT,5767200000,8305200000,15035,UQA.VI
United Airlines Holdings,US,36880000000,62900000000,113200,UAL
United Imaging Healthcare,CN,12966666667,1976388889,8703,688271
United Microelectronics,TW,54375000000,7522812500,19577,2303
United Overseas Bank,SG,53029850746,8783582090,31222,U11.SI
United Parcel Service,US,97440000000,88320000000,460000,UPS
United Rentals,US,72080000000,16830000000,28500,URI
United Spirits,IN,12168674699,1502048193,2224,UNITDSPR.NS
United Tractors,ID,5777215190,8310126582,38396,UNTR.JK
United Utilities,UK,13004800000,3327400000,7360,UU.L
UnitedHealth Group,US,383770000000,450130000000,390000,UNH
Universal Health Services,US,8950000000,17760000000,101500,UHS
Universal Music Group,NL,35899200000,13510800000,9636,UMG.AS
Usiminas,BR,1855555556,4681481481,13175,USIM5
VPBank,VN,7934000000,1970000000,29046,VPB.VN
VTB Bank,RU,,13175555556,,VTBR
VakıfBank,TR,9488437500,7676250000,19073,VAKBN
Vale,BR,59187037037,39788888889,65805,VALE3
Vale Indonesia,ID,3335443038,1112025316,2934,INCO.JK
Valeo,FR,3466800000,22269600000,88003,FR.PA
Valero Energy,US,91750000000,117840000000,9811,VLO
Vallourec,FR,5346000000,4050000000,13000,VK.PA
Valmet,FI,4460400000,5680800000,18370,VALMT.HE
Valneva SE,FR,438717600,168836400,674,VLA.PA
Valterra Platinum,ZA,15715135135,6288108108,19579,VAL.JO
Vamos,BR,637037037,1118518519,2291,VAMO3
Varun Beverages,IN,18674698795,2612650602,10654,VBL.NS
Vedanta,IN,12289156627,9263493976,16090,VEDL.NS
Veeva Systems,US,29420000000,3320000000,7928,VEEV
Ventas,US,47880000000,6110000000,542,VTR
Venture Corporation,SG,3544776119,1888059701,9907,V03.SI
Veolia,FR,29462400000,47952000000,203100,VIE.PA
Veolia Environnement,FR,29462400000,47952000000,203100,VIE.PA
Verallia,FR,2462400000,3596400000,11000,VRLA.PA
Veralto,US,22250000000,5590000000,17000,VLTO
Verbund,AT,22453200000,8672400000,4536,VER.VI
Verisign,US,23360000000,1680000000,928,VRSN
Verisk Analytics,US,25150000000,3100000000,8000,VRSK
Verizon,US,184020000000,139150000000,89900,VZ
Vertex Pharmaceuticals,US,120690000000,12220000000,6400,VRTX
Vertiv,US,116760000000,10840000000,34000,VRT
Vestas Wind Systems,DK,25098550725,20927536232,36808,VWS.CO
Viatris,US,19810000000,14560000000,30000,VTRS
Vibra Energia,BR,7725925926,35596296296,3785,VBBR3
Vicat,FR,2970000000,4158000000,10194,VCT.PA
Vicenne,MA,350000000,,,VCN
Vici Properties,US,28830000000,4040000000,28,VICI
Vienna Insurance Group,AT,9072000000,14893200000,32706,VIG.VI
Vietcap Securities,VN,913600000,165200000,442,VCI.VN
Vietcombank,VN,18048400000,2857600000,23448,VCB.VN
VietinBank,VN,9025200000,2800000000,24513,CTG.VN
Vietjet Air,VN,3925600000,3283600000,7807,VJC.VN
Vietnam Rubber Group,VN,4336000000,1163200000,73424,GVR.VN
Vinamilk,VN,4940800000,2546000000,9794,VNM.VN
Vinci,FR,68040000000,81756000000,292101,DG.PA
Vincom Retail,VN,1976800000,353600000,1662,VRE.VN
Vingroup,VN,64189200000,13273600000,286,VIC.VN
Vinhomes,VN,20849200000,6130800000,12155,VHM.VN
Virbac,FR,3164400000,1576800000,6442,VIRP.PA
Viridien,FR,652579200,878920000,3100,VIRI.PA
Visa Inc.,US,660800000000,43030000000,34100,V
Vistra Corp.,US,56210000000,19450000000,6390,VST
Vivara,BR,938888889,572222222,5602,VIVA3
Vivendi,FR,2030400000,331560000,2500,VIV.PA
Vodacom Group,ZA,16305945946,9062162162,7641,VOD.JO
Vodafone Group,UK,34137600000,44869100000,91128,VOD.L
Voestalpine,AT,8272800000,16264800000,41486,VOE.VI
Volaris,MX,894880000,3300000000,7208,VLRS
Volkswagen Group,DE,40100400000,347662800000,598592,VOW3.DE
Volvo,SE,67402857143,44907619048,89299,VOLV-B.ST
Vonovia,DE,19094400000,6415200000,12898,VNA.DE
Vulcan Materials Company,US,35850000000,8060000000,11548,VMC
Vusion,FR,2278800000,1587600000,1089,VU.PA
Vår Energi,NO,11373831776,9875700935,1433,VAR.OL
W. R. Berkley Corporation,US,28350000000,14900000000,8804,WRB
W. W. Grainger,US,64300000000,18380000000,25000,GWW
WDP,BE,5691600000,590252400,145,WDP.BR
WEC Energy Group,US,37230000000,10080000000,7151,WEC
WEG,BR,36316666667,7431481481,49258,WEGE3
WH Group,CN,13734615385,27966666667,106000,0288
WH Group,HK,13734615385,27966666667,106000,0288
WSP Global,CA,17360294118,13566176471,82500,WSP
Wabtec,US,50400000000,11510000000,31000,WAB
Wafa Assurance,MA,1802000000,,,WAA
Wallenius Wilhelmsen,NO,5583177570,4729906542,12000,WAWI.OL
Walmart,US,860270000000,725310000000,2100000,WMT
Walmart de México y Centroamérica,MX,46475000000,56666666667,235931,WALMEX
Walt Disney Company (The),US,161440000000,97260000000,231000,DIS
Wanhua Chemical Group,CN,32822222222,29752777778,30772,600309
Warner Bros. Discovery,US,65170000000,37210000000,35500,WBD
Washington H. Soul Pattinson,AU,11540000000,940000000,56,SOL.AX
Waste Connections,CA,43845588235,10198529412,24214,WCN
Waste Management,US,95160000000,25410000000,60500,WM
Waters Corporation,US,37240000000,3770000000,7900,WAT
Weichai Power,CN,32620833333,32904166667,101440,000338
Weir Group,UK,8267700000,3251200000,12069,WEIR.L
Wells Fargo,US,260940000000,83030000000,205000,WFC
Welltower,US,174400000000,11770000000,712,WELL
Wendel,FR,3704400000,8402400000,88439,MF.PA
Wens Foodstuff Group,CN,12965277778,14431944444,49876,300498
Wesfarmers,AU,66686666667,30466666667,120000,WES.AX
West Japan Railway Company,JP,8866666667,12333333333,47225,9021.T
West Pharmaceutical Services,US,25610000000,3330000000,10800,WST
Western Digital,US,195230000000,11780000000,51000,WDC
Westpac,AU,82733333333,14846666667,33305,WBC.AX
Weyerhaeuser,US,16980000000,6870000000,9517,WY
Wharf Real Estate Investment,HK,9933333333,1643589744,2900,1997
Wharf Real Estate Investment Company,CN,9933333333,1643589744,2900,1997
Wheaton Precious Metals,CA,52360294118,2816176471,44,WPM
